"","animal_project_code","acoustic_tag_id","station_name","receiver_id","deploy_latitude","deploy_longitude","arrival","departure","detections"
"130","DAK","A69-1602-10826","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-09 07:39:00,2018-12-09 07:50:00,8
"131","DAK","A69-1602-10826","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-09 09:35:00,2018-12-09 09:41:00,2
"132","DAK","A69-1602-10826","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-09 10:49:00,2018-12-09 11:23:00,2
"133","DAK","A69-1602-10826","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-10 09:06:00,2018-12-10 09:07:00,2
"134","DAK","A69-1602-10827","rel_suderpolder1","none","53.16028","5.535724",2018-10-18 12:45:00,2018-10-18 12:45:00,1
"135","DAK","A69-1602-10827","Suderpolder-1","VR2W-114178","53.165585","5.552393",2018-12-09 03:18:00,2018-12-09 19:56:00,636
"136","DAK","A69-1602-10828","rel_suderpolder1","none","53.16028","5.535724",2018-10-18 12:45:00,2018-10-18 12:45:00,1
"137","DAK","A69-1602-10828","Suderpolder-1","VR2W-114178","53.165585","5.552393",2018-12-09 08:19:00,2018-12-09 17:11:00,472
"138","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-09 18:38:00,2018-12-09 18:42:00,4
"139","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-09 20:02:00,2018-12-09 20:10:00,8
"140","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-09 21:38:00,2018-12-09 21:46:00,5
"141","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-09 23:28:00,2018-12-10 00:41:00,20
"142","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-10 06:26:00,2018-12-10 09:40:00,133
"143","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-11 05:08:00,2018-12-20 05:22:00,10736
"144","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-20 19:25:00,2018-12-21 13:02:00,758
"145","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-22 10:04:00,2018-12-22 11:26:00,4
"146","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-22 12:54:00,2018-12-22 13:15:00,2
"147","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-23 01:16:00,2018-12-23 08:03:00,194
"148","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-23 10:49:00,2018-12-23 10:49:00,1
"149","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-24 03:44:00,2018-12-24 03:44:00,1
"150","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-24 04:57:00,2018-12-24 12:10:00,156
"151","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-24 19:01:00,2018-12-24 19:15:00,8
"152","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-25 23:23:00,2018-12-29 06:36:00,3930
