"","acoustic_tag_id","row_id","animal_project_code","station_name","receiver_id","deploy_latitude","deploy_longitude","arrival","departure","detections","swimtime_s","swimdistance_m","speed_m_s","totaldistance_m","distance_to_source_m","downstream_migration","first_dist_to_use","first_dist_to_use_idx","time_first_dist_to_use","delta_totdist","delta_t","migration_speed","migration"
"92","A69-1601-20829",92,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-09 00:58:31,2014-11-09 00:58:31,1,74,2338.776258,31.605085,14418.300893,14418.300893,FALSE,NA,NA,NA,NA,NA,NA,TRUE
"93","A69-1601-20829",93,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-09 00:59:04,2014-11-09 00:59:04,1,33,2338.776258,70.872008,16757.077151,12079.524635,NA,NA,NA,NA,NA,NA,NA,FALSE
"94","A69-1601-20829",94,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-09 00:59:13,2014-11-09 01:25:24,47,9,2338.776258,259.864029,19095.853409,14418.300893,NA,NA,NA,NA,NA,NA,NA,FALSE
"95","A69-1601-20830",95,"2014_Frome","rel_frome","none",50.688068,-2.257873,2014-11-07 22:30:00,2014-11-07 22:30:00,1,NA,NA,NA,0,0,TRUE,5199.904243,2,2014-11-11 19:48:47,5199.904243,335927,0.0154792685404865,TRUE
"96","A69-1601-20830",96,"2014_Frome","F6","VR2W-105212",50.680533,-2.190656,2014-11-11 19:48:47,2014-11-11 19:49:10,2,335927,5199.904243,0.015479,5199.904243,5199.904243,TRUE,12079.524635,3,2014-11-12 17:41:24,6879.620392,78757,0.0873524942798735,TRUE
"97","A69-1601-20830",97,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-12 17:41:24,2014-11-12 17:52:20,8,78734,6879.620392,0.087378,12079.524635,12079.524635,NA,NA,NA,NA,NA,NA,NA,TRUE
"98","A69-1601-20830",98,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-12 17:53:40,2014-11-12 17:56:32,5,80,2338.776258,29.234703,14418.300893,14418.300893,NA,NA,NA,NA,NA,NA,NA,TRUE
"99","A69-1601-20831",99,"2014_Frome","rel_frome","none",50.688068,-2.257873,2014-11-07 22:30:00,2014-11-07 22:30:00,1,NA,NA,NA,0,0,TRUE,5199.904243,3,2014-11-08 02:57:11,5199.904243,16031,0.324365556920966,TRUE
"100","A69-1601-20831",100,"2014_Frome","F1","VR2W-103011",50.681696,-2.21012,2014-11-08 01:48:15,2014-11-08 02:00:08,6,11895,3674.748244,0.308932,3674.748244,3674.748244,TRUE,12079.524635,4,2014-11-08 21:56:15,8404.776391,72480,0.115959939169426,TRUE
"101","A69-1601-20831",101,"2014_Frome","F6","VR2W-105212",50.680533,-2.190656,2014-11-08 02:57:11,2014-11-08 02:57:11,1,3423,1525.155999,0.445561,5199.904243,5199.904243,TRUE,12079.524635,4,2014-11-08 21:56:15,6879.620392,68344,0.10066165855086,TRUE
"102","A69-1601-20831",102,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-08 21:56:15,2014-11-08 22:12:24,34,68344,6879.620392,0.100662,12079.524635,12079.524635,NA,NA,NA,NA,NA,NA,NA,TRUE
